City,Date,AQI
Agra,2022-11-21,121.0
Agra,2022-11-22,105.0
Agra,2022-11-23,82.0
Agra,2022-11-24,71.0
Agra,2022-11-25,116.0
Agra,2022-11-26,96.0
Agra,2022-11-27,111.0
Agra,2022-11-28,181.0
Agra,2022-11-29,172.0
Agra,2022-11-30,125.0
Agra,2022-12-01,112.0
Agra,2022-12-02,105.0
Agra,2022-12-03,124.0
Agra,2022-12-04,144.0
Agra,2022-12-05,130.0
Agra,2022-12-06,86.0
Agra,2022-12-07,70.0
Agra,2022-12-08,62.0
Agra,2022-12-09,91.0
Agra,2022-12-10,170.0
Agra,2022-12-11,157.0
Agra,2022-12-12,70.0
Agra,2022-12-13,65.0
Agra,2022-12-14,54.0
Agra,2022-12-15,63.0
Agra,2022-12-16,74.0
Agra,2022-12-17,131.0
Agra,2022-12-18,131.0
Agra,2022-12-19,158.0
Agra,2022-12-20,146.0
Agra,2022-12-21,163.0
Agra,2022-12-22,106.0
Agra,2022-12-23,93.0
Agra,2022-12-24,80.0
Agra,2022-12-25,71.0
Agra,2022-12-26,93.0
Agra,2022-12-27,90.0
Agra,2022-12-28,74.0
Agra,2022-12-29,84.0
Agra,2022-12-30,102.0
Agra,2022-12-31,138.0
Agra,2023-01-01,76.0
Agra,2023-01-02,62.0
Agra,2023-01-03,73.0
Agra,2023-01-04,106.0
Agra,2023-01-05,103.0
Agra,2023-01-06,87.0
Agra,2023-01-07,130.0
Agra,2023-01-08,146.0
Agra,2023-01-09,154.0
Agra,2023-01-10,157.0
Agra,2023-01-11,156.0
Agra,2023-01-12,99.0
Agra,2023-01-13,110.0
Agra,2023-01-14,104.0
Agra,2023-01-15,52.0
Agra,2023-01-16,73.0
Agra,2023-01-17,72.0
Agra,2023-01-18,101.0
Agra,2023-01-19,117.0
Agra,2023-01-20,123.0
Agra,2023-01-21,103.0
Agra,2023-01-22,93.0
Agra,2023-01-23,64.0
Agra,2023-01-24,38.0
Agra,2023-01-25,44.0
Agra,2023-01-26,46.0
Agra,2023-01-27,41.0
Agra,2023-01-28,45.0
Agra,2023-01-29,83.0
Agra,2023-01-30,36.0
Agra,2023-01-31,30.0
Agra,2023-02-01,30.0
Agra,2023-02-02,41.0
Agra,2023-02-03,44.0
Agra,2023-02-04,49.0
Agra,2023-02-05,48.0
Agra,2023-02-06,56.0
Agra,2023-02-07,56.0
Agra,2023-02-08,36.0
Agra,2023-02-09,44.0
Agra,2023-02-10,38.0
Agra,2023-02-11,51.0
Agra,2023-02-12,62.0
Agra,2023-02-13,31.0
Agra,2023-02-14,35.0
Agra,2023-02-15,52.0
Agra,2023-02-16,75.0
Agra,2023-02-17,78.0
Agra,2023-02-18,76.0
Agra,2023-02-19,85.0
Agra,2023-02-20,76.0
Agra,2023-02-21,47.0
Agra,2023-02-22,68.0
Agra,2023-02-23,62.0
Agra,2023-02-24,52.0
Agra,2023-02-25,67.0
Agra,2023-02-26,60.0
Agra,2023-02-27,57.0
Agra,2023-02-28,64.0
Agra,2023-03-01,52.0
Agra,2023-03-02,57.0
Agra,2023-03-03,56.0
Agra,2023-03-04,51.0
Agra,2023-03-05,47.0
Agra,2023-03-06,56.0
Agra,2023-03-07,58.0
Agra,2023-03-08,77.0
Agra,2023-03-09,38.0
Agra,2023-03-10,59.0
Agra,2023-03-11,65.0
Agra,2023-03-12,64.0
Agra,2023-03-13,62.0
Agra,2023-03-14,98.0
Agra,2023-03-15,69.0
Agra,2023-03-16,62.0
Agra,2023-03-17,58.0
Agra,2023-03-18,35.0
Agra,2023-03-19,40.0
Agra,2023-03-20,46.0
Agra,2023-03-21,51.0
Agra,2023-03-22,44.0
Agra,2023-03-23,47.0
Agra,2023-03-24,56.0
Agra,2023-03-25,50.0
Agra,2023-03-26,60.0
Agra,2023-03-27,67.0
Agra,2023-03-28,62.0
Agra,2023-03-29,67.0
Agra,2023-03-30,78.0
Agra,2023-03-31,50.0
Agra,2023-04-01,34.0
Agra,2023-04-02,55.0
Agra,2023-04-03,65.0
Agra,2023-04-04,46.0
